ID-model,GO:0005575,GO:0031981,GO:0044430,GO:0005739,GO:0070013,GO:0044428,GO:0031974,GO:0043233,GO:0044456,GO:0009986,GO:0045202,GO:0005783,GO:0005856,GO:0005929,GO:0005829,GO:0044427,GO:0005634,GO:0005694,GO:0044459,GO:0005794,GO:0048471,GO:0000785,GO:0016023,GO:0044422,GO:0031410,GO:0043228,GO:0043232,GO:0044463,GO:0005886,GO:0044446,GO:0071944,GO:0044425,GO:0042995,GO:0000228,GO:0043231,GO:0043234,GO:0097458,GO:0005576,GO:0043229,GO:0005615,GO:0044424,GO:0032991,GO:0005622,GO:0005912,GO:0070161,GO:0044421,GO:0043227,GO:0043226,GO:0044444,GO:0030055,GO:0031988,GO:0031982,GO:0016020,GO:0030054,GO:0044464,GO:0005925,GO:0005623,GO:0005924,GO:0005737,GO:0012505,GO:0065010,GO:0043230,GO:0031090,GO:0070062,GO:0043005,GO:0005654
80-2,NaN,0.63,0.89,0.92,0.61,0.61,0.61,0.61,0.78,0.70,0.83,0.81,0.82,0.78,0.60,0.83,0.83,0.82,0.68,0.77,0.52,0.76,0.67,0.76,0.67,0.73,0.73,0.58,0.77,0.77,0.77,0.76,0.68,0.68,0.75,0.69,0.70,0.57,0.72,0.64,0.69,0.67,0.68,0.58,0.58,0.56,0.63,0.66,0.74,0.59,0.51,0.52,0.69,0.61,0.59,0.59,0.59,0.59,0.67,0.66,0.50,0.50,0.57,0.50,0.56,0.55
81-1,NaN,0.74,0.71,0.80,0.73,0.74,0.73,0.73,0.48,0.55,0.78,0.68,0.66,0.50,0.67,0.68,0.76,0.68,0.51,0.52,0.50,0.66,0.71,0.71,0.71,0.63,0.63,0.51,0.58,0.71,0.57,0.57,0.54,0.57,0.69,0.63,0.51,0.56,0.68,0.58,0.68,0.60,0.69,0.50,0.50,0.54,0.61,0.65,0.69,0.50,0.52,0.53,0.60,0.57,0.60,0.50,0.60,0.50,0.63,0.53,0.50,0.50,0.50,0.50,0.51,0.51
81-2,NaN,0.74,0.71,0.80,0.73,0.74,0.73,0.73,0.48,0.55,0.78,0.68,0.66,0.50,0.67,0.68,0.76,0.68,0.51,0.52,0.50,0.66,0.71,0.71,0.71,0.64,0.64,0.51,0.58,0.71,0.57,0.57,0.54,0.57,0.69,0.63,0.51,0.56,0.68,0.58,0.68,0.60,0.68,0.50,0.50,0.54,0.61,0.65,0.69,0.50,0.52,0.53,0.60,0.57,0.60,0.50,0.60,0.50,0.63,0.53,0.50,0.50,0.50,0.50,0.51,0.51
82-1,NaN,0.53,0.69,0.62,0.52,0.53,0.52,0.52,0.58,0.50,0.57,0.55,0.65,0.66,0.68,0.50,0.58,0.50,0.65,0.54,0.50,0.50,0.61,0.67,0.61,0.56,0.56,0.50,0.67,0.66,0.68,0.59,0.61,0.50,0.61,0.67,0.49,0.56,0.63,0.56,0.52,0.69,0.51,0.50,0.50,0.56,0.62,0.65,0.59,0.50,0.53,0.53,0.58,0.50,0.48,0.50,0.47,0.50,0.51,0.49,0.50,0.50,0.53,0.50,0.50,0.51
83-1,NaN,0.88,0.84,0.86,0.84,0.85,0.81,0.83,0.88,0.85,0.87,0.78,0.84,0.92,0.64,0.92,0.78,0.92,0.75,0.73,0.71,0.92,0.82,0.67,0.82,0.79,0.78,0.80,0.75,0.67,0.76,0.73,0.81,0.96,0.51,0.77,0.79,0.65,0.51,0.70,0.50,0.76,0.50,0.83,0.83,0.63,0.44,0.48,0.54,0.85,0.60,0.60,0.65,0.73,0.51,0.81,0.52,0.81,0.46,0.58,0.55,0.56,0.58,0.56,0.75,0.84
83-2,NaN,0.87,0.84,0.86,0.84,0.85,0.81,0.83,0.88,0.85,0.87,0.78,0.84,0.92,0.64,0.92,0.78,0.92,0.75,0.73,0.71,0.92,0.80,0.67,0.80,0.79,0.78,0.80,0.75,0.68,0.76,0.74,0.81,0.97,0.51,0.77,0.79,0.65,0.51,0.70,0.50,0.76,0.50,0.83,0.83,0.63,0.44,0.49,0.54,0.85,0.63,0.62,0.65,0.73,0.51,0.81,0.52,0.81,0.46,0.58,0.55,0.56,0.59,0.56,0.75,0.84
84-1,NaN,0.48,0.74,0.81,0.43,0.48,0.45,0.43,0.57,0.50,0.64,0.68,0.68,0.78,0.53,0.66,0.49,0.65,0.72,0.52,0.50,0.65,0.55,0.70,0.55,0.62,0.62,0.74,0.71,0.70,0.70,0.59,0.69,0.56,0.52,0.65,0.58,0.38,0.63,0.51,0.63,0.67,0.63,0.50,0.50,0.39,0.44,0.56,0.68,0.50,0.47,0.47,0.59,0.54,0.60,0.50,0.60,0.50,0.63,0.66,0.50,0.50,0.60,0.50,0.53,0.41
85-1,NaN,0.75,0.83,0.82,0.72,0.78,0.70,0.70,0.86,0.75,0.82,0.78,0.77,0.84,0.81,0.82,0.78,0.82,0.80,0.77,0.68,0.81,0.71,0.74,0.72,0.69,0.69,0.70,0.79,0.73,0.80,0.77,0.73,0.79,0.70,0.78,0.68,0.68,0.74,0.69,0.70,0.72,0.69,0.78,0.78,0.65,0.61,0.66,0.71,0.67,0.59,0.58,0.66,0.65,0.61,0.62,0.60,0.67,0.64,0.54,0.55,0.55,0.43,0.54,0.56,0.78
85-2,NaN,0.72,0.79,0.84,0.66,0.77,0.63,0.65,0.86,0.85,0.80,0.69,0.75,0.79,0.83,0.77,0.76,0.75,0.76,0.76,0.74,0.77,0.71,0.73,0.71,0.71,0.71,0.66,0.71,0.73,0.71,0.68,0.65,0.80,0.71,0.69,0.66,0.75,0.71,0.70,0.71,0.67,0.70,0.79,0.78,0.68,0.66,0.71,0.71,0.72,0.65,0.67,0.60,0.64,0.59,0.72,0.58,0.72,0.65,0.52,0.55,0.55,0.41,0.54,0.50,0.73
86-1,NaN,0.75,0.72,0.86,0.74,0.75,0.73,0.74,0.73,0.50,0.78,0.58,0.68,0.70,0.64,0.65,0.72,0.71,0.59,0.63,0.50,0.63,0.71,0.69,0.71,0.67,0.67,0.64,0.63,0.69,0.64,0.63,0.62,0.53,0.66,0.65,0.55,0.55,0.64,0.59,0.62,0.62,0.61,0.55,0.55,0.54,0.60,0.62,0.68,0.55,0.52,0.53,0.62,0.54,0.54,0.55,0.54,0.55,0.63,0.62,0.50,0.50,0.51,0.50,0.51,0.49
86-2,NaN,0.75,0.72,0.86,0.74,0.75,0.73,0.74,0.73,0.50,0.78,0.58,0.68,0.70,0.64,0.65,0.72,0.71,0.59,0.63,0.50,0.63,0.71,0.69,0.71,0.67,0.67,0.64,0.63,0.69,0.64,0.63,0.62,0.53,0.66,0.65,0.55,0.55,0.64,0.59,0.62,0.62,0.61,0.55,0.55,0.54,0.60,0.62,0.68,0.55,0.52,0.53,0.62,0.54,0.54,0.55,0.54,0.55,0.63,0.62,0.50,0.50,0.51,0.50,0.51,0.49
86-3,NaN,0.54,0.70,0.88,0.53,0.54,0.53,0.53,0.74,0.49,0.79,0.64,0.71,0.69,0.65,0.66,0.68,0.66,0.63,0.65,0.50,0.64,0.66,0.55,0.65,0.68,0.68,0.65,0.64,0.54,0.65,0.66,0.61,0.50,0.67,0.67,0.57,0.56,0.65,0.62,0.62,0.64,0.61,0.56,0.56,0.55,0.59,0.61,0.68,0.56,0.53,0.53,0.63,0.56,0.53,0.56,0.52,0.56,0.64,0.62,0.50,0.50,0.52,0.50,0.51,0.49
87-1,NaN,0.82,0.87,0.90,0.79,0.78,0.78,0.78,0.84,0.52,0.86,0.81,0.80,0.78,0.66,0.79,0.78,0.79,0.71,0.71,0.57,0.78,0.75,0.70,0.75,0.69,0.69,0.60,0.74,0.69,0.72,0.71,0.73,0.69,0.66,0.70,0.61,0.60,0.67,0.62,0.65,0.67,0.65,0.49,0.49,0.57,0.58,0.64,0.67,0.49,0.54,0.55,0.63,0.56,0.57,0.49,0.57,0.49,0.61,0.68,0.50,0.50,0.63,0.50,0.56,0.85
87-2,NaN,0.82,0.79,0.90,0.79,0.79,0.78,0.79,0.81,0.52,0.83,0.81,0.74,0.78,0.67,0.75,0.76,0.79,0.72,0.70,0.57,0.74,0.71,0.63,0.71,0.69,0.69,0.60,0.73,0.63,0.72,0.72,0.73,0.68,0.64,0.69,0.60,0.60,0.63,0.62,0.65,0.65,0.64,0.49,0.49,0.57,0.59,0.62,0.67,0.49,0.54,0.55,0.64,0.50,0.57,0.49,0.57,0.49,0.61,0.67,0.50,0.50,0.62,0.50,0.56,0.85
87-3,NaN,0.83,0.90,0.92,0.81,0.81,0.80,0.81,0.80,0.54,0.83,0.83,0.81,0.70,0.74,0.73,0.80,0.73,0.72,0.63,0.48,0.72,0.72,0.73,0.72,0.69,0.69,0.58,0.72,0.73,0.70,0.71,0.69,0.57,0.69,0.72,0.57,0.58,0.71,0.60,0.69,0.68,0.68,0.49,0.49,0.54,0.62,0.66,0.66,0.49,0.53,0.54,0.63,0.58,0.60,0.49,0.60,0.49,0.60,0.71,0.50,0.50,0.62,0.50,0.56,0.88
88-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91-1,NaN,0.54,0.40,0.51,0.53,0.57,0.53,0.53,0.49,0.49,0.49,0.45,0.38,NaN,0.25,0.54,0.55,0.54,0.62,0.53,0.46,0.45,0.70,0.56,0.70,0.50,0.50,0.48,0.56,0.60,0.53,0.52,0.46,0.58,0.51,0.50,0.48,0.49,0.49,0.50,0.51,0.62,0.51,0.66,0.66,0.50,0.53,0.53,0.45,0.79,0.48,0.48,0.48,0.74,0.51,0.66,0.51,0.66,0.47,0.60,0.49,0.49,0.36,0.49,NaN,0.46
91-2,NaN,0.50,0.40,0.51,0.49,0.54,0.49,0.49,0.49,0.49,0.49,0.45,0.38,NaN,0.25,0.53,0.57,0.52,0.58,0.53,0.46,0.45,0.72,0.53,0.72,0.49,0.49,0.48,0.59,0.57,0.59,0.52,0.46,0.57,0.53,0.47,0.48,0.49,0.51,0.50,0.50,0.58,0.50,0.66,0.66,0.50,0.57,0.55,0.44,0.66,0.49,0.49,0.48,0.60,0.49,0.66,0.49,0.66,0.48,0.64,0.49,0.49,0.36,0.49,NaN,0.43
91-3,NaN,0.49,0.68,0.68,0.46,0.56,0.46,0.46,0.42,0.63,0.42,0.33,0.62,NaN,0.55,0.57,0.47,0.57,0.34,0.53,0.50,0.62,0.69,0.60,0.69,0.55,0.55,0.33,0.51,0.58,0.51,0.43,0.33,0.62,0.50,0.52,0.24,0.48,0.51,0.50,0.50,0.58,0.50,0.52,0.52,0.48,0.54,0.54,0.38,0.49,0.52,0.52,0.48,0.40,0.49,0.52,0.49,0.52,0.44,0.69,0.48,0.48,0.39,0.48,NaN,0.39
93-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94-1,NaN,0.82,0.87,0.91,0.80,0.79,0.80,0.80,0.84,0.54,0.83,0.67,0.79,0.78,0.56,0.77,0.76,0.76,0.61,0.65,0.50,0.76,0.66,0.72,0.66,0.71,0.71,0.60,0.71,0.72,0.71,0.75,0.69,0.58,0.68,0.73,0.68,0.59,0.66,0.60,0.64,0.67,0.63,0.54,0.54,0.56,0.62,0.62,0.69,0.54,0.52,0.53,0.68,0.61,0.54,0.55,0.53,0.54,0.66,0.66,0.51,0.51,0.56,0.50,0.57,0.87
95-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96-1,NaN,0.45,0.58,0.53,0.52,0.43,0.53,0.53,0.49,0.55,0.49,0.52,0.51,0.50,0.61,0.56,0.50,0.56,0.71,0.47,0.48,0.58,0.48,0.51,0.48,0.53,0.53,0.61,0.70,0.51,0.70,0.54,0.58,0.49,0.51,0.52,0.47,0.45,0.51,0.50,0.50,0.50,0.50,0.49,0.58,0.45,0.53,0.52,0.51,0.50,0.50,0.50,0.49,0.55,0.50,0.50,0.50,0.50,0.49,0.54,0.50,0.50,0.46,0.50,0.47,0.47
96-2,NaN,0.49,0.37,0.62,0.49,0.44,0.49,0.49,0.55,0.52,0.59,0.55,0.41,0.48,0.46,0.57,0.51,0.57,0.52,0.42,0.47,0.45,0.37,0.48,0.37,0.50,0.50,0.45,0.54,0.49,0.54,0.50,0.49,0.55,0.50,0.46,0.51,0.49,0.50,0.50,0.50,0.51,0.50,0.55,0.54,0.48,0.49,0.50,0.52,0.56,0.55,0.56,0.50,0.54,0.50,0.51,0.50,0.56,0.52,0.62,0.50,0.50,0.47,0.50,0.47,0.56
96-3,NaN,0.44,0.34,0.54,0.44,0.46,0.44,0.44,0.51,0.58,0.54,0.41,0.44,0.49,0.44,0.58,0.50,0.58,0.43,0.48,0.47,0.58,0.51,0.47,0.51,0.45,0.45,0.41,0.56,0.47,0.54,0.52,0.57,0.58,0.51,0.48,0.43,0.52,0.50,0.48,0.50,0.51,0.50,0.50,0.59,0.52,0.51,0.50,0.53,0.52,0.54,0.54,0.50,0.59,0.50,0.53,0.50,0.53,0.52,0.35,0.50,0.50,0.38,0.50,0.44,0.45
97-1,NaN,0.55,0.74,0.85,0.54,0.54,0.54,0.54,0.52,0.55,0.63,0.69,0.77,0.58,0.56,0.75,0.77,0.75,0.55,0.59,0.49,0.74,0.56,0.70,0.56,0.70,0.70,0.58,0.64,0.72,0.63,0.66,0.57,0.49,0.71,0.63,0.58,0.58,0.70,0.61,0.67,0.59,0.66,0.55,0.55,0.53,0.61,0.63,0.65,0.55,0.51,0.51,0.64,0.51,0.60,0.55,0.60,0.55,0.60,0.61,0.50,0.50,0.59,0.50,0.49,0.54
97-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98-1,NaN,0.55,0.79,0.65,0.53,0.53,0.52,0.53,0.59,0.59,0.63,0.53,0.66,0.56,0.59,0.63,0.44,0.63,0.64,0.55,0.40,0.66,0.57,0.44,0.57,0.63,0.63,0.69,0.54,0.42,0.57,0.65,0.69,0.70,0.41,0.63,0.59,0.46,0.42,0.50,0.43,0.64,0.43,0.47,0.47,0.46,0.43,0.44,0.49,0.49,0.45,0.44,0.49,0.60,0.46,0.49,0.46,0.49,0.45,0.59,0.50,0.50,0.51,0.68,0.73,0.60
99-1,NaN,0.84,0.88,0.89,0.83,0.81,0.80,0.83,0.82,0.80,0.84,0.85,0.84,0.83,0.74,0.85,0.79,0.85,0.80,0.78,0.77,0.85,0.69,0.73,0.69,0.75,0.75,0.66,0.82,0.71,0.80,0.74,0.74,0.79,0.72,0.79,0.77,0.62,0.72,0.69,0.67,0.74,0.65,0.58,0.58,0.59,0.64,0.66,0.70,0.61,0.53,0.52,0.64,0.61,0.56,0.63,0.56,0.63,0.62,0.64,0.51,0.51,0.55,0.51,0.70,0.79
